id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status
8277,Média,Cliente C,Internet,Email,191,Solicitação de reembolso,Aberto
8278,Média,Cliente I,Internet,WhatsApp,26,Instabilidade,Resolvido
8279,Média,Cliente G,Internet,Telefone,64,Mudança de endereço,Resolvido
8280,Baixa,Cliente K,Internet,WhatsApp,199,Falha total,Em andamento
8281,Média,Cliente F,Internet,Telefone,112,Solicitação de reembolso,Resolvido
8282,Crítica,Cliente G,Nuvem,Autoatendimento,14,Solicitação de upgrade,Resolvido
8283,Alta,Cliente H,Telefone,Email,116,Queda de sinal,Aberto
8284,Média,Cliente E,Internet,App,87,Erro de cobrança,Em andamento
8285,Média,Cliente C,Internet,WhatsApp,5,Solicitação de upgrade,Resolvido
8286,Alta,Cliente C,Telefone,Telefone,3,Reclamação atendimento,Em andamento
8287,Média,Cliente B,Internet,Telefone,68,Solicitação de reembolso,Aberto
8288,Baixa,Cliente H,Internet,App,111,Reclamação atendimento,Resolvido
8289,Baixa,Cliente A,Nuvem,Telefone,31,Queda de sinal,Aberto
8290,Média,Cliente L,TV,Email,133,Reclamação atendimento,Resolvido
8291,Crítica,Cliente H,Telefone,WhatsApp,49,Queda de sinal,Em andamento
8292,Alta,Cliente C,Telefone,WhatsApp,44,Mudança de endereço,Em andamento
8293,Baixa,Cliente I,Internet,Autoatendimento,94,Erro de cobrança,Aberto
8294,Baixa,Cliente L,Telefone,Autoatendimento,174,Falha total,Aberto
8295,Alta,Cliente L,Telefone,Telefone,142,Solicitação de upgrade,Aberto
8296,Alta,Cliente K,TV,App,48,Mudança de endereço,Resolvido
8297,Média,Cliente B,Internet,Autoatendimento,29,Queda de sinal,Resolvido
8298,Média,Cliente J,Nuvem,WhatsApp,38,Queda de sinal,Resolvido
8299,Baixa,Cliente I,Internet,WhatsApp,29,Instabilidade,Resolvido
8300,Alta,Cliente F,Telefone,Telefone,156,Lentidão,Aberto
8301,Alta,Cliente A,Telefone,Telefone,159,Instabilidade,Resolvido
8302,Baixa,Cliente E,Telefone,WhatsApp,135,Solicitação de upgrade,Aberto
8303,Alta,Cliente J,Telefone,Email,121,Solicitação de upgrade,Em andamento
8304,Baixa,Cliente I,Internet,Telefone,10,Problema recorrente,Resolvido
8305,Baixa,Cliente F,Internet,App,135,Problema recorrente,Aberto
8306,Baixa,Cliente G,Internet,Telefone,158,Instabilidade,Aberto
8307,Baixa,Cliente D,Internet,WhatsApp,71,Queda de sinal,Resolvido
8308,Média,Cliente A,Internet,Autoatendimento,87,Solicitação de reembolso,Aberto
8309,Média,Cliente E,Telefone,Telefone,67,Erro de cobrança,Resolvido
8310,Média,Cliente B,Internet,Autoatendimento,96,Solicitação de upgrade,Resolvido
8311,Média,Cliente H,Internet,Telefone,182,Instabilidade,Resolvido
8312,Baixa,Cliente D,Telefone,Autoatendimento,71,Falha total,Aberto
8313,Baixa,Cliente A,Nuvem,App,6,Mudança de endereço,Aberto
8314,Média,Cliente J,TV,WhatsApp,21,Reclamação atendimento,Resolvido
8315,Média,Cliente G,Nuvem,Email,141,Queda de sinal,Aberto
8316,Média,Cliente L,Telefone,Telefone,103,Lentidão,Resolvido
8317,Alta,Cliente K,Internet,App,103,Falha total,Resolvido
8318,Alta,Cliente B,TV,App,137,Lentidão,Resolvido
8319,Alta,Cliente C,Internet,Telefone,121,Solicitação de upgrade,Resolvido
8320,Média,Cliente I,Internet,Telefone,187,Lentidão,Resolvido
8321,Baixa,Cliente I,Internet,Telefone,50,Solicitação de upgrade,Aberto
8322,Alta,Cliente B,Internet,Autoatendimento,65,Queda de sinal,Resolvido
8323,Baixa,Cliente C,TV,App,179,Erro de cobrança,Aberto
8324,Média,Cliente K,Telefone,Telefone,98,Reclamação atendimento,Aberto
8325,Baixa,Cliente L,Internet,Telefone,40,Solicitação de reembolso,Aberto
8326,Alta,Cliente I,Nuvem,Email,41,Mudança de endereço,Resolvido
8327,Baixa,Cliente A,Telefone,Telefone,32,Solicitação de reembolso,Resolvido
8328,Crítica,Cliente B,Telefone,Autoatendimento,4,Falha total,Resolvido
8329,Alta,Cliente K,Data Center,Autoatendimento,73,Instabilidade,Aberto
8330,Média,Cliente B,Internet,WhatsApp,31,Mudança de endereço,Resolvido
8331,Alta,Cliente J,TV,Autoatendimento,96,Falha total,Aberto
8332,Média,Cliente C,Internet,WhatsApp,30,Instabilidade,Resolvido
8333,Alta,Cliente J,TV,Telefone,199,Lentidão,Resolvido
8334,Média,Cliente C,Data Center,WhatsApp,57,Falha total,Aberto
8335,Alta,Cliente J,Telefone,Telefone,195,Erro de cobrança,Aberto
8336,Média,Cliente B,Internet,Autoatendimento,88,Erro de cobrança,Aberto
8337,Crítica,Cliente H,Internet,WhatsApp,109,Lentidão,Aberto
8338,Média,Cliente H,Internet,Autoatendimento,64,Solicitação de reembolso,Resolvido
8339,Média,Cliente H,TV,Email,31,Lentidão,Aberto
8340,Alta,Cliente B,Internet,Autoatendimento,54,Queda de sinal,Aberto
8341,Alta,Cliente I,Internet,WhatsApp,47,Reclamação atendimento,Resolvido
8342,Média,Cliente K,TV,WhatsApp,104,Falha total,Resolvido
8343,Baixa,Cliente G,Internet,Telefone,138,Erro de cobrança,Em andamento
8344,Média,Cliente L,Nuvem,App,8,Falha total,Em andamento
8345,Crítica,Cliente E,Internet,Telefone,64,Reclamação atendimento,Aberto
8346,Alta,Cliente G,Internet,App,176,Solicitação de reembolso,Em andamento
8347,Alta,Cliente H,Internet,Autoatendimento,45,Instabilidade,Aberto
8348,Baixa,Cliente I,Data Center,Telefone,178,Erro de cobrança,Resolvido
8349,Média,Cliente B,Telefone,Autoatendimento,80,Queda de sinal,Aberto
8350,Média,Cliente F,Internet,WhatsApp,191,Instabilidade,Aberto
8351,Alta,Cliente I,Telefone,WhatsApp,60,Queda de sinal,Aberto
8352,Baixa,Cliente F,TV,Telefone,76,Problema recorrente,Resolvido
8353,Alta,Cliente B,Internet,Email,85,Lentidão,Em andamento
8354,Média,Cliente A,TV,App,14,Instabilidade,Resolvido
8355,Baixa,Cliente L,Internet,Email,159,Lentidão,Resolvido
8356,Média,Cliente C,Internet,Autoatendimento,105,Solicitação de reembolso,Resolvido
8357,Média,Cliente K,Telefone,Telefone,104,Lentidão,Aberto
8358,Média,Cliente E,Internet,Telefone,85,Solicitação de reembolso,Aberto
8359,Baixa,Cliente G,Data Center,Autoatendimento,110,Erro de cobrança,Resolvido
8360,Baixa,Cliente J,Internet,Telefone,44,Erro de cobrança,Resolvido
8361,Alta,Cliente J,TV,Autoatendimento,180,Solicitação de reembolso,Resolvido
8362,Baixa,Cliente C,Internet,App,103,Problema recorrente,Resolvido
8363,Baixa,Cliente I,Nuvem,Email,9,Solicitação de upgrade,Resolvido
8364,Média,Cliente J,Internet,App,38,Solicitação de reembolso,Resolvido
8365,Média,Cliente L,Data Center,App,107,Problema recorrente,Resolvido
8366,Alta,Cliente D,Internet,WhatsApp,98,Reclamação atendimento,Aberto
8367,Média,Cliente J,TV,Autoatendimento,91,Solicitação de upgrade,Em andamento
8368,Alta,Cliente B,Telefone,Email,109,Solicitação de reembolso,Em andamento
8369,Média,Cliente C,Internet,Autoatendimento,121,Mudança de endereço,Em andamento
8370,Baixa,Cliente E,Internet,Autoatendimento,193,Mudança de endereço,Aberto
8371,Baixa,Cliente C,Nuvem,Autoatendimento,40,Erro de cobrança,Em andamento
8372,Média,Cliente E,Internet,Autoatendimento,137,Reclamação atendimento,Resolvido
8373,Média,Cliente D,TV,Email,63,Instabilidade,Aberto
8374,Alta,Cliente K,Internet,App,40,Mudança de endereço,Resolvido
8375,Média,Cliente J,Data Center,Telefone,143,Problema recorrente,Aberto
8376,Média,Cliente C,Telefone,Autoatendimento,53,Falha total,Resolvido
8377,Baixa,Cliente L,Internet,Telefone,58,Erro de cobrança,Em andamento
8378,Baixa,Cliente F,Internet,WhatsApp,150,Erro de cobrança,Aberto
8379,Média,Cliente H,Internet,Telefone,24,Mudança de endereço,Resolvido
8380,Média,Cliente L,Internet,App,133,Lentidão,Resolvido
8381,Média,Cliente D,Internet,Autoatendimento,172,Reclamação atendimento,Em andamento
8382,Baixa,Cliente I,Nuvem,App,140,Solicitação de upgrade,Resolvido
8383,Média,Cliente F,Nuvem,Autoatendimento,85,Reclamação atendimento,Resolvido
8384,Alta,Cliente E,Internet,Telefone,20,Lentidão,Aberto
8385,Baixa,Cliente C,Telefone,Telefone,66,Solicitação de reembolso,Aberto
8386,Média,Cliente E,Internet,WhatsApp,96,Instabilidade,Resolvido
8387,Crítica,Cliente E,Internet,Autoatendimento,131,Reclamação atendimento,Em andamento
8388,Média,Cliente L,Internet,App,106,Falha total,Aberto
8389,Média,Cliente L,TV,Autoatendimento,178,Lentidão,Resolvido
8390,Baixa,Cliente D,Data Center,WhatsApp,198,Queda de sinal,Aberto
8391,Média,Cliente L,Internet,Autoatendimento,163,Erro de cobrança,Aberto
8392,Baixa,Cliente F,Internet,Telefone,5,Lentidão,Resolvido
8393,Crítica,Cliente C,Internet,Autoatendimento,40,Mudança de endereço,Em andamento
8394,Alta,Cliente J,Data Center,App,50,Instabilidade,Resolvido
8395,Alta,Cliente A,Internet,Autoatendimento,132,Lentidão,Aberto
8396,Alta,Cliente G,Telefone,Telefone,155,Falha total,Resolvido
8397,Média,Cliente G,Nuvem,Telefone,42,Lentidão,Aberto
8398,Média,Cliente L,Internet,WhatsApp,66,Instabilidade,Aberto
8399,Alta,Cliente D,Telefone,Autoatendimento,123,Erro de cobrança,Aberto
8400,Crítica,Cliente I,Internet,Email,145,Instabilidade,Em andamento
8401,Média,Cliente L,Nuvem,Telefone,187,Problema recorrente,Resolvido
8402,Crítica,Cliente B,Internet,Telefone,36,Solicitação de reembolso,Aberto
8403,Média,Cliente A,Data Center,Autoatendimento,145,Queda de sinal,Aberto
8404,Média,Cliente C,Data Center,Telefone,34,Falha total,Em andamento
8405,Média,Cliente G,TV,Telefone,160,Queda de sinal,Resolvido
8406,Baixa,Cliente I,Telefone,Autoatendimento,151,Erro de cobrança,Aberto
8407,Baixa,Cliente B,TV,Autoatendimento,62,Reclamação atendimento,Em andamento
8408,Baixa,Cliente F,Internet,Email,109,Falha total,Resolvido
8409,Média,Cliente C,Internet,Autoatendimento,193,Problema recorrente,Resolvido
8410,Média,Cliente E,Internet,Autoatendimento,199,Instabilidade,Resolvido
8411,Média,Cliente L,Telefone,WhatsApp,164,Mudança de endereço,Aberto
8412,Crítica,Cliente I,Nuvem,Autoatendimento,40,Erro de cobrança,Em andamento
8413,Média,Cliente C,Data Center,Telefone,132,Falha total,Aberto
8414,Média,Cliente A,TV,WhatsApp,97,Solicitação de upgrade,Resolvido
8415,Baixa,Cliente E,TV,Telefone,142,Instabilidade,Aberto
8416,Baixa,Cliente A,Nuvem,Telefone,15,Instabilidade,Aberto
8417,Alta,Cliente H,Data Center,Autoatendimento,170,Solicitação de reembolso,Aberto
8418,Média,Cliente G,Telefone,Telefone,137,Solicitação de reembolso,Resolvido
8419,Alta,Cliente K,Internet,App,112,Mudança de endereço,Resolvido
8420,Baixa,Cliente B,Telefone,Telefone,20,Problema recorrente,Aberto
8421,Média,Cliente K,Telefone,WhatsApp,110,Falha total,Aberto
8422,Baixa,Cliente I,Telefone,WhatsApp,143,Solicitação de reembolso,Aberto
8423,Baixa,Cliente E,Data Center,Email,179,Erro de cobrança,Aberto
8424,Baixa,Cliente G,Nuvem,Email,100,Queda de sinal,Resolvido
8425,Baixa,Cliente D,Internet,Autoatendimento,62,Reclamação atendimento,Resolvido
8426,Média,Cliente L,Internet,Telefone,165,Falha total,Resolvido
8427,Baixa,Cliente A,Internet,App,68,Instabilidade,Resolvido
8428,Crítica,Cliente H,Internet,WhatsApp,78,Solicitação de upgrade,Em andamento
8429,Média,Cliente A,Internet,Autoatendimento,93,Solicitação de reembolso,Resolvido
8430,Baixa,Cliente C,Nuvem,Telefone,46,Solicitação de upgrade,Resolvido
8431,Baixa,Cliente F,Internet,Telefone,92,Problema recorrente,Resolvido
8432,Média,Cliente H,Telefone,App,73,Reclamação atendimento,Resolvido
8433,Baixa,Cliente H,Internet,WhatsApp,136,Queda de sinal,Resolvido
8434,Alta,Cliente B,Telefone,WhatsApp,114,Problema recorrente,Resolvido
8435,Crítica,Cliente I,Nuvem,Telefone,23,Problema recorrente,Aberto
8436,Baixa,Cliente D,TV,Autoatendimento,103,Lentidão,Aberto
8437,Média,Cliente D,Internet,Autoatendimento,138,Instabilidade,Resolvido
8438,Baixa,Cliente B,Nuvem,Telefone,61,Solicitação de upgrade,Em andamento
8439,Média,Cliente A,Internet,Autoatendimento,43,Reclamação atendimento,Resolvido
8440,Média,Cliente J,TV,Autoatendimento,60,Erro de cobrança,Resolvido
8441,Baixa,Cliente G,Internet,Telefone,169,Falha total,Resolvido
8442,Baixa,Cliente K,TV,Email,30,Solicitação de reembolso,Aberto
8443,Média,Cliente J,Internet,Autoatendimento,184,Reclamação atendimento,Em andamento
8444,Média,Cliente C,Telefone,Telefone,193,Lentidão,Resolvido
8445,Baixa,Cliente D,Telefone,Email,102,Mudança de endereço,Em andamento
8446,Alta,Cliente K,Internet,Telefone,115,Mudança de endereço,Resolvido
8447,Média,Cliente I,Data Center,Telefone,113,Solicitação de upgrade,Resolvido
8448,Alta,Cliente F,Internet,App,43,Erro de cobrança,Aberto
8449,Baixa,Cliente A,Nuvem,WhatsApp,30,Lentidão,Aberto
8450,Alta,Cliente I,Internet,Email,22,Reclamação atendimento,Resolvido
8451,Alta,Cliente I,TV,Telefone,98,Lentidão,Aberto
8452,Baixa,Cliente E,TV,App,192,Solicitação de reembolso,Aberto
8453,Alta,Cliente H,Internet,Autoatendimento,124,Lentidão,Resolvido
8454,Média,Cliente G,Internet,App,64,Instabilidade,Resolvido
8455,Crítica,Cliente K,Telefone,App,39,Reclamação atendimento,Resolvido
8456,Baixa,Cliente H,Nuvem,WhatsApp,195,Lentidão,Aberto
8457,Média,Cliente I,Data Center,WhatsApp,141,Lentidão,Resolvido
8458,Média,Cliente B,Internet,Email,34,Problema recorrente,Aberto
8459,Crítica,Cliente J,Internet,Telefone,2,Solicitação de reembolso,Aberto
8460,Média,Cliente E,TV,WhatsApp,197,Falha total,Resolvido
8461,Crítica,Cliente H,Telefone,App,29,Erro de cobrança,Aberto
8462,Crítica,Cliente C,Data Center,Autoatendimento,191,Lentidão,Aberto
8463,Baixa,Cliente K,Internet,App,79,Reclamação atendimento,Resolvido
8464,Alta,Cliente K,Internet,Email,118,Falha total,Resolvido
8465,Crítica,Cliente F,TV,Email,60,Solicitação de upgrade,Resolvido
8466,Baixa,Cliente F,Internet,Autoatendimento,50,Problema recorrente,Aberto
8467,Média,Cliente G,TV,Autoatendimento,46,Problema recorrente,Aberto
8468,Média,Cliente K,Internet,App,124,Solicitação de reembolso,Em andamento
8469,Média,Cliente C,Telefone,Autoatendimento,135,Solicitação de upgrade,Resolvido
8470,Baixa,Cliente H,TV,WhatsApp,116,Reclamação atendimento,Aberto
8471,Baixa,Cliente H,Internet,Email,21,Queda de sinal,Aberto
8472,Média,Cliente I,Internet,Autoatendimento,86,Erro de cobrança,Resolvido
8473,Média,Cliente H,Data Center,WhatsApp,145,Solicitação de upgrade,Resolvido
8474,Baixa,Cliente C,Nuvem,Autoatendimento,141,Mudança de endereço,Aberto
8475,Alta,Cliente F,Data Center,Telefone,53,Solicitação de reembolso,Resolvido
8476,Alta,Cliente I,Data Center,Telefone,149,Erro de cobrança,Aberto
8477,Baixa,Cliente A,Internet,WhatsApp,187,Mudança de endereço,Resolvido
8478,Média,Cliente C,Internet,App,174,Instabilidade,Resolvido
8479,Média,Cliente B,Internet,Autoatendimento,98,Problema recorrente,Em andamento
8480,Crítica,Cliente L,Nuvem,Telefone,115,Queda de sinal,Em andamento
8481,Baixa,Cliente H,TV,Telefone,3,Reclamação atendimento,Aberto
8482,Baixa,Cliente F,Telefone,Telefone,35,Lentidão,Resolvido
8483,Crítica,Cliente J,Data Center,Telefone,27,Queda de sinal,Aberto
8484,Crítica,Cliente K,Telefone,App,162,Queda de sinal,Resolvido
8485,Alta,Cliente K,Internet,App,171,Falha total,Resolvido
8486,Alta,Cliente H,Internet,Autoatendimento,95,Mudança de endereço,Aberto
8487,Baixa,Cliente B,Internet,Email,66,Queda de sinal,Resolvido
8488,Média,Cliente K,Internet,WhatsApp,111,Reclamação atendimento,Resolvido
8489,Baixa,Cliente F,Internet,App,9,Problema recorrente,Aberto
8490,Baixa,Cliente G,TV,Autoatendimento,66,Queda de sinal,Em andamento
8491,Alta,Cliente H,Internet,Email,111,Queda de sinal,Em andamento
8492,Baixa,Cliente I,TV,App,139,Solicitação de reembolso,Resolvido
8493,Média,Cliente E,Telefone,App,33,Solicitação de upgrade,Aberto
8494,Crítica,Cliente K,Data Center,WhatsApp,52,Erro de cobrança,Resolvido
8495,Baixa,Cliente C,TV,Telefone,186,Lentidão,Aberto
8496,Crítica,Cliente B,Data Center,WhatsApp,169,Erro de cobrança,Aberto
8497,Crítica,Cliente H,Internet,Telefone,67,Problema recorrente,Resolvido
8498,Média,Cliente A,Internet,Telefone,32,Queda de sinal,Aberto
8499,Baixa,Cliente J,Telefone,Telefone,192,Falha total,Resolvido
8500,Média,Cliente F,Internet,Telefone,69,Queda de sinal,Aberto
8501,Média,Cliente B,Telefone,Telefone,185,Mudança de endereço,Resolvido
8502,Média,Cliente C,Internet,Autoatendimento,13,Queda de sinal,Resolvido
8503,Média,Cliente H,Telefone,Telefone,32,Instabilidade,Resolvido
8504,Crítica,Cliente A,Data Center,Telefone,24,Mudança de endereço,Em andamento
8505,Baixa,Cliente F,Internet,Autoatendimento,162,Queda de sinal,Em andamento
8506,Alta,Cliente C,Data Center,Email,9,Lentidão,Em andamento
8507,Baixa,Cliente F,Internet,WhatsApp,191,Problema recorrente,Resolvido
8508,Média,Cliente C,Internet,Email,125,Reclamação atendimento,Aberto
8509,Crítica,Cliente K,Telefone,Autoatendimento,81,Lentidão,Em andamento
8510,Média,Cliente K,Nuvem,Email,16,Queda de sinal,Resolvido
8511,Baixa,Cliente H,TV,App,170,Mudança de endereço,Em andamento
8512,Média,Cliente E,TV,Telefone,105,Solicitação de upgrade,Em andamento
8513,Alta,Cliente D,Internet,Telefone,181,Falha total,Resolvido
8514,Alta,Cliente I,Internet,WhatsApp,155,Solicitação de reembolso,Resolvido
8515,Média,Cliente E,Internet,WhatsApp,79,Erro de cobrança,Aberto
8516,Baixa,Cliente L,Internet,Autoatendimento,13,Erro de cobrança,Resolvido
8517,Crítica,Cliente D,Data Center,App,28,Erro de cobrança,Aberto
8518,Crítica,Cliente H,Nuvem,Telefone,112,Problema recorrente,Resolvido
8519,Média,Cliente H,Internet,Email,197,Solicitação de reembolso,Aberto
8520,Alta,Cliente H,TV,Telefone,159,Lentidão,Aberto
8521,Média,Cliente D,Telefone,Telefone,5,Solicitação de reembolso,Resolvido
8522,Média,Cliente A,Internet,Autoatendimento,55,Problema recorrente,Em andamento
8523,Baixa,Cliente B,Internet,Telefone,96,Falha total,Em andamento
8524,Média,Cliente D,Telefone,App,163,Erro de cobrança,Em andamento
8525,Média,Cliente J,TV,WhatsApp,197,Solicitação de upgrade,Resolvido
8526,Baixa,Cliente B,Internet,Email,85,Lentidão,Aberto
8527,Média,Cliente K,Data Center,App,185,Falha total,Aberto
8528,Alta,Cliente J,Telefone,Autoatendimento,147,Lentidão,Em andamento
8529,Alta,Cliente C,Internet,Autoatendimento,176,Lentidão,Aberto
8530,Média,Cliente I,Internet,App,189,Falha total,Resolvido
8531,Crítica,Cliente I,TV,WhatsApp,107,Queda de sinal,Resolvido
8532,Baixa,Cliente K,Telefone,WhatsApp,188,Reclamação atendimento,Resolvido
8533,Média,Cliente I,TV,Telefone,131,Instabilidade,Em andamento
8534,Alta,Cliente G,Internet,Email,122,Reclamação atendimento,Resolvido
8535,Média,Cliente D,Internet,Telefone,74,Solicitação de reembolso,Aberto
8536,Média,Cliente A,Internet,Email,17,Instabilidade,Resolvido
8537,Baixa,Cliente C,Internet,App,187,Falha total,Resolvido
8538,Alta,Cliente H,TV,WhatsApp,141,Solicitação de upgrade,Aberto
8539,Média,Cliente D,Internet,WhatsApp,134,Erro de cobrança,Aberto
8540,Alta,Cliente J,Internet,Telefone,168,Lentidão,Resolvido
8541,Média,Cliente J,Internet,Autoatendimento,144,Queda de sinal,Resolvido
8542,Alta,Cliente B,Telefone,WhatsApp,73,Falha total,Aberto
8543,Alta,Cliente H,TV,Autoatendimento,89,Instabilidade,Em andamento
8544,Média,Cliente G,Nuvem,App,148,Solicitação de reembolso,Resolvido
8545,Média,Cliente K,Nuvem,WhatsApp,102,Lentidão,Aberto
8546,Média,Cliente J,Telefone,App,83,Falha total,Em andamento
8547,Alta,Cliente I,Internet,Telefone,86,Solicitação de reembolso,Aberto
8548,Média,Cliente B,TV,App,50,Falha total,Aberto
8549,Média,Cliente E,Internet,WhatsApp,124,Problema recorrente,Em andamento
8550,Baixa,Cliente F,TV,Email,40,Falha total,Resolvido
8551,Crítica,Cliente B,TV,Autoatendimento,79,Queda de sinal,Aberto
8552,Baixa,Cliente B,TV,Telefone,144,Queda de sinal,Resolvido
8553,Média,Cliente J,Internet,WhatsApp,124,Instabilidade,Resolvido
8554,Média,Cliente D,Data Center,Telefone,56,Solicitação de reembolso,Em andamento
